cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder
cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rockBoulder,cave_rock,cave_rock,cave_rockBoulder,cave_rock,cave_rockBoulder,cave_rockHole,cave_rockBoulder
cave_rockBoulder,cave_rock,cave_rockHole,cave_rockHole,cave_rock,cave_rockHole,cave_rock,cave_rockBoulder,cave_rock,cave_rock,cave_rockBoulder,cave_rock,cave_rock,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder
cave_rockBoulder,cave_rock,cave_rockHole,cave_rockHole,cave_rock,cave_rock,cave_rock,cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rock,cave_rockHole,cave_rock,cave_rock,cave_rockBoulder
cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rockBoulder,cave_rock,cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rockBoulder,cave_rockBoulder
cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rockBoulder
cave_rockBoulder,cave_rock,cave_rock,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rockBoulder,cave_rockBoulder
cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockHole,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rock,cave_rockBoulder
cave_rockBoulder,cave_rockBoulder,cave_rock,cave_rock,cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rockHole,cave_rock,cave_rock,cave_rock,cave_rockDark
cave_rockBoulder,cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rock,cave_rockHole,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rockHole,cave_rock,cave_rock,cave_rockBoulder
cave_rockBoulder,cave_rockBoulder,cave_exitShineOrange,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBloodPuddle,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder
