cave_rockBoulder,cave_rockBoulder,cave_rockHole,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBloodPuddle,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder
cave_rockBoulder,cave_rockWaterPuddle,cave_rockHole,cave_rockWaterPuddle,cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rockBoulder,cave_rockBloody,cave_rockBloody,cave_rockBoulder,cave_rock,cave_rockBoulder,cave_rockHole,cave_rockBoulder
cave_rockBoulder,cave_rockHole,cave_rockBloodPuddle,cave_rockHole,cave_rockBoulder,cave_rockHole,cave_rock,cave_rockBoulder,cave_rock,cave_rockBloody,cave_rockBoulder,cave_rock,cave_rock,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder
cave_rockBoulder,cave_rockHole,cave_rockBoulder,cave_rock,cave_rockBoulder,cave_rock,cave_rock,cave_rockBoulder,cave_rock,cave_rockDark,cave_rock,cave_rock,cave_rockHole,cave_rock,cave_rock,cave_rockBoulder
cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rockBoulder,cave_rockDark,cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rockBoulder,cave_rockBoulder
cave_rockHole,cave_rock,cave_rockHole,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rockBoulder
cave_rockBoulder,cave_rock,cave_rock,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rock,cave_rockHole,cave_rockHole,cave_rockBoulder,cave_rockBoulder
cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockHole,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rockBoulder,cave_rock,cave_rockHole,cave_rock,cave_rock,cave_rockBoulder
cave_rockDark,cave_rockDark,cave_rock,cave_rock,cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rockHole,cave_rock,cave_rock,cave_rockHole,cave_rock,cave_rock,cave_rockBoulder,cave_rockBoulder
cave_rockBoulder,cave_rockBoulder,cave_rock,cave_rock,cave_rock,cave_rock,cave_rockHole,cave_rockHole,cave_rock,cave_rock,cave_rock,cave_rock,cave_rockHole,cave_rock,cave_rock,cave_rockBoulder
cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBloody,cave_rock,cave_rockBoulder,cave_exitShineOrange,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder,cave_rockBoulder
